"time","delayedSignals[1,1]","delayedSignals[1,2]","delayedSignals[2,1]","delayedSignals[2,2]","delayedSignals[3,1]","delayedSignals[3,2]","delayedSignals[4,1]","delayedSignals[4,2]","delayedSignals[5,1]","delayedSignals[5,2]","signal[1]","signal[2]"
0.36,0.7705132427757893,-0.6374239897486897,0.9980267284282716,-0.0627905195293134,0.844327925502015,0.5358267949789967,0.3681245526846776,0.9297764858882516,0,1,0.7705132427757893,-0.6374239897486897
0.362,0.7624425110114481,-0.647055961569444,0.9971589002606139,-0.07532680552793262,0.8509944817946917,0.5251746299612958,0.3797790955218007,0.9250772068344582,0,1,0.7624425110114481,-0.647055961569444
0.364,0.754251380736104,-0.6565857557529563,0.9961336091431725,-0.0878511965507432,0.8575266561936522,0.5144395337815065,0.3913736668372021,0.9202318473658705,0,1,0.754251380736104,-0.6565857557529563
0.366,0.7459411454241822,-0.6660118674342516,0.9949510169813002,-0.100361714851215,0.8639234171928352,0.503623201635761,0.4029064357136623,0.9152411726209176,0,1,0.7459411454241822,-0.6660118674342516
0.368,0.7375131173581739,-0.6753328081210244,0.9936113105200084,-0.1128563848734817,0.8701837546695256,0.49272734154829173,0.4143755809932838,0.9101059706849958,0,1,0.7375131173581739,-0.6753328081210244
0.37,0.7289686274214114,-0.6845471059286887,0.9921147013144778,-0.12533323356430437,0.8763066800438636,0.4817536741017153,0.4257792915650724,0.9048270524660196,0,1,0.7289686274214114,-0.6845471059286887
0.372,0.720309024887907,-0.6936533058128047,0.9904614256966512,-0.13779029068463805,0.8822912264349532,0.47070393216533274,0.4371157666509326,0.8994052515663712,0,1,0.720309024887907,-0.6936533058128047
0.374,0.7115356772092855,-0.7026499697988491,0.988651744737914,-0.15022558912075715,0.8881364488135445,0.4595798606214879,0.448383216090032,0.8938414241512639,0,1,0.7115356772092855,-0.7026499697988491
0.376,0.7026499697988492,-0.7115356772092853,0.986685944207868,-0.16263716519488358,0.8938414241512637,0.44838321609003245,0.4595798606214876,0.8881364488135447,0,1,0.7026499697988492,-0.7115356772092853
0.378,0.6936533058128049,-0.7203090248879069,0.9845643345292053,-0.17502305897527615,0.899405251566371,0.437115766650933,0.4707039321653323,0.8822912264349534,0,1,0.6936533058128049,-0.7203090248879069
0.38,0.6845471059286888,-0.7289686274214113,0.9822872507286886,-0.18738131458572482,0.9048270524660196,0.42577929156507266,0.4817536741017151,0.8763066800438637,0,1,0.6845471059286888,-0.7289686274214113
0.382,0.6753328081210246,-0.7375131173581738,0.9798550523842469,-0.1997099805144069,0.9101059706849957,0.41437558099328425,0.49272734154829134,0.8701837546695258,0,1,0.6753328081210246,-0.7375131173581738
0.384,0.6660118674342517,-0.7459411454241821,0.9772681235681935,-0.21200710992205438,0.9152411726209175,0.4029064357136627,0.5036232016357606,0.8639234171928354,0,1,0.6660118674342517,-0.7459411454241821
0.386,0.6565857557529564,-0.7542513807361039,0.9745268727865772,-0.22427076094938103,0.9202318473658703,0.39137366683720254,0.5144395337815062,0.8575266561936524,0,1,0.6565857557529564,-0.7542513807361039
0.388,0.6470559615694442,-0.762442511011448,0.971631732914674,-0.23649899702372443,0.925077206834458,0.3797790955218011,0.5251746299612955,0.8509944817946921,0,1,0.6470559615694442,-0.762442511011448
0.39,0.6374239897486899,-0.7705132427757891,0.9685831611286312,-0.24868988716485463,0.9297764858882513,0.3681245526846781,0.5358267949789965,0.8443279255020152,0,1,0.6374239897486899,-0.7705132427757891
0.392,0.6276913612907006,-0.7784623015670233,0.965381638833274,-0.26084150628989666,0.934328942456612,0.35641187871325075,0.546394346734269,0.8375280400421419,0,1,0.6276913612907006,-0.7784623015670233
0.394,0.6178596130903343,-0.7862884321366189,0.9620276715860859,-0.27295193551732505,0.9387338576538741,0.344642923174517,0.5568756164881878,0.8305958991958128,0,1,0.6178596130903343,-0.7862884321366189
0.396,0.6079302976946053,-0.7939903986478354,0.958521789017376,-0.28501926246997605,0.9429905358928644,0.3328195445229867,0.5672689491267564,0.8235325976284276,0,1,0.6079302976946053,-0.7939903986478354
0.398,0.5979049830575187,-0.8015669848708767,0.9548645447466431,-0.29704158157703475,0.9470983049947443,0.32094360980720943,0.5775727034222674,0.816339250717184,0,1,0.5979049830575187,-0.8015669848708767
0.4,0.5877852522924732,-0.8090169943749473,0.9510565162951536,-0.30901699437494734,0.9510565162951535,0.30901699437494745,0.587785252292473,0.8090169943749476,0,1,0.5877852522924732,-0.8090169943749473
0.402,0.5775727034222676,-0.8163392507171839,0.9470983049947443,-0.3209436098072093,0.954864544746643,0.29704158157703486,0.5979049830575187,0.8015669848708766,0.012566039883352607,0.9999210442038161,0.5775727034222676,-0.8163392507171839
0.404,0.5672689491267564,-0.8235325976284275,0.9429905358928645,-0.33281954452298657,0.9585217890173758,0.28501926246997616,0.6079302976946053,0.7939903986478354,0.02513009544333748,0.9996841892832999,0.5672689491267564,-0.8235325976284275
0.406,0.5568756164881878,-0.8305958991958128,0.9387338576538742,-0.3446429231745169,0.9620276715860858,0.2729519355173254,0.6178596130903342,0.7862884321366189,0.03769018266993454,0.9992894726405892,0.5568756164881878,-0.8305958991958128
0.408,0.5463943467342692,-0.8375280400421417,0.9343289424566122,-0.3564118787132503,0.9653816388332739,0.26084150628989716,0.6276913612907001,0.7784623015670237,0.05024431817976925,0.9987369566060175,0.5463943467342692,-0.8375280400421417
0.41,0.535826794978997,-0.8443279255020149,0.9297764858882516,-0.36812455268467764,0.9685831611286311,0.24868988716485513,0.6374239897486893,0.7705132427757895,0.06279051952931308,0.9980267284282716,0.535826794978997,-0.8443279255020149
0.412,0.525174629961296,-0.8509944817946917,0.9250772068344582,-0.37977909552180067,0.9716317329146739,0.23649899702372493,0.6470559615694439,0.7624425110114482,0.07532680552793244,0.9971589002606139,0.525174629961296,-0.8509944817946917
0.414,0.5144395337815066,-0.8575266561936521,0.9202318473658705,-0.3913736668372021,0.9745268727865771,0.22427076094938134,0.6565857557529562,0.7542513807361041,0.08785119655074289,0.9961336091431725,0.5144395337815066,-0.8575266561936521
0.416,0.5036232016357609,-0.8639234171928353,0.9152411726209178,-0.40290643571366225,0.9772681235681935,0.2120071099220549,0.6660118674342513,0.7459411454241824,0.10036171485121463,0.9949510169813002,0.5036232016357609,-0.8639234171928353
0.418,0.49272734154829156,-0.8701837546695257,0.9101059706849958,-0.4143755809932838,0.9798550523842469,0.19970998051440716,0.6753328081210241,0.7375131173581742,0.11285638487348143,0.9936113105200084,0.49272734154829156,-0.8701837546695257
0.42,0.4817536741017156,-0.8763066800438635,0.9048270524660196,-0.4257792915650724,0.9822872507286886,0.1873813145857249,0.6845471059286884,0.7289686274214118,0.125333233564304,0.9921147013144779,0.4817536741017156,-0.8763066800438635
0.422,0.4707039321653328,-0.8822912264349532,0.8994052515663713,-0.4371157666509324,0.9845643345292053,0.1750230589752762,0.6936533058128047,0.7203090248879072,0.13779029068463783,0.9904614256966512,0.4707039321653328,-0.8822912264349532
0.424,0.459579860621488,-0.8881364488135445,0.893841424151264,-0.4483832160900318,0.986685944207868,0.1626371651948839,0.702649969798849,0.7115356772092856,0.15022558912075684,0.9886517447379141,0.459579860621488,-0.8881364488135445
0.426,0.4483832160900323,-0.8938414241512638,0.8881364488135447,-0.4595798606214875,0.9886517447379141,0.15022558912075723,0.7115356772092851,0.7026499697988494,0.1626371651948834,0.986685944207868,0.4483832160900323,-0.8938414241512638
0.428,0.4371157666509329,-0.8994052515663711,0.8822912264349534,-0.4707039321653323,0.9904614256966512,0.13779029068463813,0.7203090248879067,0.6936533058128052,0.17502305897527584,0.9845643345292053,0.4371157666509329,-0.8994052515663711
0.43,0.4257792915650729,-0.9048270524660194,0.8763066800438637,-0.4817536741017151,0.9921147013144779,0.12533323356430442,0.7289686274214113,0.6845471059286888,0.18738131458572443,0.9822872507286887,0.4257792915650729,-0.9048270524660194
0.432,0.4143755809932843,-0.9101059706849957,0.8701837546695259,-0.4927273415482911,0.9936113105200084,0.11285638487348176,0.7375131173581737,0.6753328081210246,0.19970998051440686,0.9798550523842469,0.4143755809932843,-0.9101059706849957
0.434,0.40290643571366275,-0.9152411726209175,0.8639234171928356,-0.5036232016357605,0.9949510169813002,0.10036171485121509,0.7459411454241819,0.6660118674342518,0.21200710992205446,0.9772681235681935,0.40290643571366275,-0.9152411726209175
0.436,0.39137366683720237,-0.9202318473658704,0.8575266561936524,-0.5144395337815062,0.9961336091431725,0.08785119655074332,0.7542513807361035,0.6565857557529566,0.224270760949381,0.9745268727865771,0.39137366683720237,-0.9202318473658704
0.438,0.3797790955218014,-0.9250772068344579,0.850994481794692,-0.5251746299612955,0.9971589002606139,0.07532680552793275,0.7624425110114477,0.6470559615694446,0.23649899702372454,0.971631732914674,0.3797790955218014,-0.9250772068344579
0.44,0.36812455268467814,-0.9297764858882513,0.8443279255020152,-0.5358267949789965,0.9980267284282716,0.06279051952931353,0.770513242775789,0.6374239897486899,0.24868988716485466,0.9685831611286311,0.36812455268467814,-0.9297764858882513
0.442,0.3564118787132508,-0.934328942456612,0.837528040042142,-0.5463943467342687,0.9987369566060175,0.0502443181797696,0.7784623015670232,0.6276913612907007,0.26084150628989683,0.9653816388332739,0.3564118787132508,-0.934328942456612
0.444,0.34464292317451706,-0.9387338576538741,0.8305958991958129,-0.5568756164881876,0.9992894726405892,0.037690182669934694,0.7862884321366187,0.6178596130903345,0.27295193551732505,0.9620276715860859,0.34464292317451706,-0.9387338576538741
0.446,0.3328195445229865,-0.9429905358928645,0.8235325976284276,-0.5672689491267563,0.9996841892832999,0.02513009544333753,0.7939903986478352,0.6079302976946056,0.285019262469976,0.9585217890173758,0.3328195445229865,-0.9429905358928645
0.448,0.3209436098072097,-0.9470983049947442,0.816339250717184,-0.5775727034222674,0.9999210442038161,0.012566039883352776,0.8015669848708764,0.597904983057519,0.29704158157703486,0.954864544746643,0.3209436098072097,-0.9470983049947442
0.45,0.3090169943749475,-0.9510565162951535,0.8090169943749475,-0.587785252292473,1,6.123233995736766e-17,0.8090169943749473,0.5877852522924732,0.30901699437494734,0.9510565162951535,0.3090169943749475,-0.9510565162951535
0.452,0.2970415815770349,-0.954864544746643,0.8015669848708769,-0.5979049830575185,0.9999210442038161,-0.012566039883352653,0.8163392507171838,0.5775727034222677,0.32094360980720943,0.9470983049947443,0.2970415815770349,-0.954864544746643
0.454,0.28501926246997605,-0.958521789017376,0.7939903986478355,-0.6079302976946052,0.9996841892832999,-0.025130095443337407,0.8235325976284273,0.5672689491267566,0.33281954452298657,0.9429905358928645,0.28501926246997605,-0.958521789017376
0.456,0.27295193551732505,-0.9620276715860859,0.786288432136619,-0.6178596130903342,0.9992894726405892,-0.037690182669934576,0.8305958991958124,0.5568756164881882,0.344642923174517,0.9387338576538741,0.27295193551732505,-0.9620276715860859
0.458,0.26084150628989705,-0.9653816388332739,0.7784623015670235,-0.6276913612907004,0.9987369566060175,-0.05024431817976947,0.8375280400421415,0.5463943467342692,0.3564118787132507,0.934328942456612,0.26084150628989705,-0.9653816388332739
0.46,0.24868988716485482,-0.9685831611286311,0.7705132427757893,-0.6374239897486897,0.9980267284282716,-0.0627905195293134,0.844327925502015,0.5358267949789967,0.3681245526846779,0.9297764858882515,0.24868988716485482,-0.9685831611286311
0.462,0.2364989970237246,-0.971631732914674,0.7624425110114481,-0.647055961569444,0.9971589002606139,-0.07532680552793262,0.8509944817946917,0.5251746299612958,0.37977909552180106,0.925077206834458,0.2364989970237246,-0.971631732914674
0.464,0.224270760949381,-0.9745268727865772,0.754251380736104,-0.6565857557529563,0.9961336091431725,-0.0878511965507432,0.8575266561936522,0.5144395337815065,0.3913736668372024,0.9202318473658704,0.224270760949381,-0.9745268727865772
0.466,0.2120071099220548,-0.9772681235681935,0.7459411454241822,-0.6660118674342516,0.9949510169813002,-0.100361714851215,0.8639234171928352,0.503623201635761,0.40290643571366264,0.9152411726209175,0.2120071099220548,-0.9772681235681935
0.468,0.19970998051440705,-0.9798550523842469,0.7375131173581739,-0.6753328081210244,0.9936113105200084,-0.1128563848734817,0.8701837546695256,0.49272734154829173,0.41437558099328414,0.9101059706849957,0.19970998051440705,-0.9798550523842469
0.47,0.18738131458572502,-0.9822872507286886,0.7289686274214114,-0.6845471059286887,0.9921147013144778,-0.12533323356430404,0.8763066800438635,0.4817536741017156,0.4257792915650724,0.9048270524660196,0.18738131458572502,-0.9822872507286886
0.472,0.1750230589752763,-0.9845643345292053,0.720309024887907,-0.6936533058128047,0.9904614256966512,-0.13779029068463772,0.8822912264349531,0.47070393216533307,0.4371157666509326,0.8994052515663712,0.1750230589752763,-0.9845643345292053
0.474,0.16263716519488378,-0.986685944207868,0.7115356772092855,-0.7026499697988491,0.988651744737914,-0.15022558912075681,0.8881364488135444,0.45957986062148826,0.448383216090032,0.8938414241512639,0.16263716519488378,-0.986685944207868
0.476,0.15022558912075712,-0.988651744737914,0.7026499697988492,-0.7115356772092853,0.986685944207868,-0.16263716519488325,0.8938414241512636,0.4483832160900328,0.4595798606214876,0.8881364488135447,0.15022558912075712,-0.988651744737914
0.478,0.13779029068463847,-0.9904614256966512,0.6936533058128049,-0.7203090248879069,0.9845643345292054,-0.1750230589752758,0.8994052515663709,0.4371157666509333,0.4707039321653323,0.8822912264349534,0.13779029068463847,-0.9904614256966512
0.48,0.12533323356430454,-0.9921147013144778,0.6845471059286888,-0.7289686274214113,0.9822872507286887,-0.1873813145857245,0.9048270524660195,0.425779291565073,0.4817536741017151,0.8763066800438637,0.12533323356430454,-0.9921147013144778
0.482,0.11285638487348187,-0.9936113105200084,0.6753328081210246,-0.7375131173581738,0.9798550523842469,-0.1997099805144069,0.9101059706849955,0.4143755809932846,0.49272734154829134,0.8701837546695258,0.11285638487348187,-0.9936113105200084
0.484,0.10036171485121498,-0.9949510169813002,0.6660118674342517,-0.7459411454241821,0.9772681235681935,-0.21200710992205438,0.9152411726209174,0.402906435713663,0.5036232016357606,0.8639234171928354,0.10036171485121498,-0.9949510169813002
0.486,0.08785119655074315,-0.9961336091431725,0.6565857557529564,-0.7542513807361039,0.9745268727865772,-0.22427076094938103,0.9202318473658702,0.39137366683720287,0.5144395337815062,0.8575266561936524,0.08785119655074315,-0.9961336091431725
0.488,0.07532680552793304,-0.9971589002606139,0.6470559615694442,-0.762442511011448,0.971631732914674,-0.23649899702372443,0.9250772068344579,0.37977909552180145,0.5251746299612955,0.8509944817946921,0.07532680552793304,-0.9971589002606139
0.49,0.06279051952931358,-0.9980267284282716,0.6374239897486899,-0.7705132427757891,0.9685831611286312,-0.24868988716485463,0.9297764858882512,0.3681245526846784,0.5358267949789965,0.8443279255020152,0.06279051952931358,-0.9980267284282716
0.492,0.05024431817976966,-0.9987369566060175,0.6276913612907006,-0.7784623015670233,0.965381638833274,-0.26084150628989666,0.9343289424566119,0.3564118787132511,0.546394346734269,0.8375280400421419,0.05024431817976966,-0.9987369566060175
0.494,0.037690182669934534,-0.9992894726405892,0.6178596130903343,-0.7862884321366189,0.9620276715860859,-0.27295193551732505,0.938733857653874,0.34464292317451733,0.5568756164881878,0.8305958991958128,0.037690182669934534,-0.9992894726405892
0.496,0.025130095443337813,-0.9996841892832999,0.6079302976946053,-0.7939903986478354,0.958521789017376,-0.28501926246997605,0.9429905358928643,0.332819544522987,0.5672689491267564,0.8235325976284276,0.025130095443337813,-0.9996841892832999
0.498,0.012566039883352836,-0.9999210442038161,0.5979049830575187,-0.8015669848708767,0.9548645447466431,-0.29704158157703475,0.9470983049947442,0.32094360980720976,0.5775727034222674,0.816339250717184,0.012566039883352836,-0.9999210442038161
0.5,1.2246467991473532e-16,-1,0.5877852522924732,-0.8090169943749473,0.9510565162951536,-0.30901699437494734,0.9510565162951534,0.3090169943749478,0.587785252292473,0.8090169943749476,1.2246467991473532e-16,-1
0.502,-0.012566039883352592,-0.9999210442038161,0.5775727034222676,-0.8163392507171839,0.9470983049947443,-0.3209436098072093,0.9548645447466428,0.2970415815770352,0.5979049830575187,0.8015669848708766,-0.012566039883352592,-0.9999210442038161
0.504,-0.02513009544333757,-0.9996841892832999,0.5672689491267564,-0.8235325976284275,0.9429905358928645,-0.33281954452298657,0.9585217890173758,0.28501926246997633,0.6079302976946053,0.7939903986478354,-0.02513009544333757,-0.9996841892832999
0.506,-0.03769018266993429,-0.9992894726405892,0.5568756164881878,-0.8305958991958128,0.9387338576538742,-0.3446429231745169,0.9620276715860858,0.27295193551732555,0.6178596130903342,0.7862884321366189,-0.03769018266993429,-0.9992894726405892
0.508,-0.05024431817976942,-0.9987369566060175,0.5463943467342692,-0.8375280400421417,0.9343289424566121,-0.35641187871325064,0.9653816388332739,0.26084150628989716,0.6276913612907004,0.7784623015670235,-0.05024431817976942,-0.9987369566060175
0.51,-0.06279051952931335,-0.9980267284282716,0.535826794978997,-0.8443279255020149,0.9297764858882515,-0.368124552684678,0.9685831611286311,0.24868988716485513,0.6374239897486895,0.7705132427757893,-0.06279051952931335,-0.9980267284282716
0.512,-0.07532680552793279,-0.9971589002606139,0.525174629961296,-0.8509944817946917,0.925077206834458,-0.379779095521801,0.9716317329146739,0.23649899702372493,0.6470559615694441,0.7624425110114479,-0.07532680552793279,-0.9971589002606139
0.514,-0.0878511965507429,-0.9961336091431725,0.5144395337815066,-0.8575266561936521,0.9202318473658704,-0.3913736668372024,0.9745268727865771,0.22427076094938134,0.6565857557529564,0.7542513807361039,-0.0878511965507429,-0.9961336091431725
0.516,-0.10036171485121473,-0.9949510169813002,0.5036232016357609,-0.8639234171928353,0.9152411726209176,-0.4029064357136626,0.9772681235681935,0.2120071099220549,0.6660118674342516,0.7459411454241822,-0.10036171485121473,-0.9949510169813002
0.518,-0.11285638487348164,-0.9936113105200084,0.49272734154829156,-0.8701837546695257,0.9101059706849957,-0.41437558099328414,0.9798550523842469,0.19970998051440716,0.6753328081210244,0.7375131173581739,-0.11285638487348164,-0.9936113105200084
0.52,-0.12533323356430429,-0.9921147013144779,0.4817536741017156,-0.8763066800438635,0.9048270524660195,-0.4257792915650727,0.9822872507286886,0.1873813145857249,0.6845471059286886,0.7289686274214116,-0.12533323356430429,-0.9921147013144779
0.522,-0.13779029068463822,-0.9904614256966512,0.4707039321653328,-0.8822912264349532,0.8994052515663712,-0.4371157666509327,0.9845643345292053,0.1750230589752762,0.6936533058128049,0.7203090248879069,-0.13779029068463822,-0.9904614256966512
0.524,-0.15022558912075687,-0.9886517447379141,0.459579860621488,-0.8881364488135445,0.8938414241512639,-0.4483832160900321,0.986685944207868,0.1626371651948839,0.7026499697988492,0.7115356772092853,-0.15022558912075687,-0.9886517447379141
0.526,-0.16263716519488353,-0.986685944207868,0.4483832160900323,-0.8938414241512638,0.8881364488135446,-0.4595798606214878,0.9886517447379141,0.15022558912075723,0.7115356772092853,0.7026499697988492,-0.16263716519488353,-0.986685944207868
0.528,-0.1750230589752761,-0.9845643345292053,0.4371157666509329,-0.8994052515663711,0.8822912264349533,-0.47070393216533263,0.9904614256966512,0.13779029068463813,0.7203090248879069,0.6936533058128049,-0.1750230589752761,-0.9845643345292053
0.53,-0.18738131458572477,-0.9822872507286886,0.4257792915650729,-0.9048270524660194,0.8763066800438635,-0.48175367410171543,0.9921147013144779,0.12533323356430442,0.7289686274214116,0.6845471059286886,-0.18738131458572477,-0.9822872507286886
0.532,-0.19970998051440725,-0.9798550523842469,0.4143755809932843,-0.9101059706849957,0.8701837546695257,-0.49272734154829145,0.9936113105200084,0.11285638487348176,0.7375131173581739,0.6753328081210244,-0.19970998051440725,-0.9798550523842469
0.534,-0.21200710992205454,-0.9772681235681935,0.40290643571366275,-0.9152411726209175,0.8639234171928354,-0.5036232016357608,0.9949510169813002,0.10036171485121509,0.7459411454241821,0.6660118674342516,-0.21200710992205454,-0.9772681235681935
0.536,-0.2242707609493812,-0.9745268727865771,0.39137366683720237,-0.9202318473658704,0.8575266561936522,-0.5144395337815065,0.9961336091431725,0.08785119655074332,0.7542513807361038,0.6565857557529564,-0.2242707609493812,-0.9745268727865771
0.538,-0.2364989970237248,-0.9716317329146739,0.3797790955218014,-0.9250772068344579,0.8509944817946917,-0.5251746299612958,0.9971589002606139,0.07532680552793275,0.7624425110114479,0.6470559615694443,-0.2364989970237248,-0.9716317329146739
0.54,-0.24868988716485502,-0.9685831611286311,0.36812455268467814,-0.9297764858882513,0.844327925502015,-0.5358267949789969,0.9980267284282716,0.06279051952931353,0.7705132427757893,0.6374239897486896,-0.24868988716485502,-0.9685831611286311
0.542,-0.26084150628989683,-0.9653816388332739,0.3564118787132508,-0.934328942456612,0.8375280400421418,-0.546394346734269,0.9987369566060175,0.0502443181797696,0.7784623015670233,0.6276913612907006,-0.26084150628989683,-0.9653816388332739
0.544,-0.2729519355173252,-0.9620276715860859,0.34464292317451706,-0.9387338576538741,0.8305958991958129,-0.5568756164881876,0.9992894726405892,0.037690182669934694,0.7862884321366188,0.6178596130903344,-0.2729519355173252,-0.9620276715860859
0.546,-0.2850192624699762,-0.9585217890173758,0.3328195445229865,-0.9429905358928645,0.8235325976284276,-0.5672689491267563,0.9996841892832999,0.02513009544333753,0.7939903986478353,0.6079302976946055,-0.2850192624699762,-0.9585217890173758
0.548,-0.2970415815770351,-0.954864544746643,0.3209436098072097,-0.9470983049947442,0.816339250717184,-0.5775727034222674,0.9999210442038161,0.012566039883352776,0.8015669848708765,0.5979049830575189,-0.2970415815770351,-0.954864544746643
0.55,-0.30901699437494773,-0.9510565162951535,0.3090169943749475,-0.9510565162951535,0.8090169943749475,-0.587785252292473,1,6.123233995736766e-17,0.8090169943749475,0.5877852522924731,-0.30901699437494773,-0.9510565162951535
0.552,-0.3209436098072095,-0.9470983049947443,0.2970415815770349,-0.954864544746643,0.8015669848708769,-0.5979049830575185,0.9999210442038161,-0.012566039883352653,0.8163392507171839,0.5775727034222676,-0.3209436098072095,-0.9470983049947443
0.554,-0.33281954452298673,-0.9429905358928644,0.28501926246997605,-0.958521789017376,0.7939903986478355,-0.6079302976946052,0.9996841892832999,-0.025130095443337407,0.8235325976284275,0.5672689491267565,-0.33281954452298673,-0.9429905358928644
0.556,-0.3446429231745172,-0.9387338576538741,0.27295193551732505,-0.9620276715860859,0.786288432136619,-0.6178596130903342,0.9992894726405892,-0.037690182669934576,0.8305958991958126,0.5568756164881881,-0.3446429231745172,-0.9387338576538741
0.558,-0.356411878713251,-0.9343289424566119,0.26084150628989705,-0.9653816388332739,0.7784623015670235,-0.6276913612907004,0.9987369566060175,-0.05024431817976947,0.8375280400421417,0.5463943467342691,-0.356411878713251,-0.9343289424566119
0.56,-0.3681245526846783,-0.9297764858882512,0.24868988716485482,-0.9685831611286311,0.7705132427757893,-0.6374239897486897,0.9980267284282716,-0.0627905195293134,0.8443279255020151,0.5358267949789965,-0.3681245526846783,-0.9297764858882512
0.562,-0.37977909552180117,-0.925077206834458,0.2364989970237246,-0.971631732914674,0.7624425110114481,-0.647055961569444,0.9971589002606139,-0.07532680552793262,0.8509944817946918,0.5251746299612957,-0.37977909552180117,-0.925077206834458
0.564,-0.39137366683720215,-0.9202318473658705,0.22427076094938134,-0.9745268727865771,0.7542513807361042,-0.6565857557529561,0.9961336091431726,-0.0878511965507425,0.8575266561936521,0.5144395337815069,-0.39137366683720215,-0.9202318473658705
0.566,-0.4029064357136621,-0.9152411726209179,0.21200710992205513,-0.9772681235681934,0.7459411454241824,-0.6660118674342513,0.9949510169813003,-0.10036171485121431,0.863923417192835,0.5036232016357614,-0.4029064357136621,-0.9152411726209179
0.568,-0.41437558099328364,-0.9101059706849959,0.1997099805144074,-0.9798550523842467,0.7375131173581742,-0.6753328081210241,0.9936113105200085,-0.112856384873481,0.8701837546695255,0.492727341548292,-0.41437558099328364,-0.9101059706849959
0.57,-0.42577929156507227,-0.9048270524660197,0.18738131458572502,-0.9822872507286886,0.7289686274214117,-0.6845471059286885,0.9921147013144779,-0.12533323356430368,0.8763066800438635,0.4817536741017156,-0.42577929156507227,-0.9048270524660197
0.572,-0.43711576665093266,-0.8994052515663712,0.1750230589752763,-0.9845643345292053,0.7203090248879073,-0.6936533058128045,0.9904614256966513,-0.13779029068463736,0.8822912264349531,0.47070393216533307,-0.43711576665093266,-0.8994052515663712
0.574,-0.4483832160900317,-0.8938414241512641,0.16263716519488378,-0.986685944207868,0.7115356772092857,-0.7026499697988489,0.9886517447379141,-0.15022558912075645,0.8881364488135444,0.45957986062148826,-0.4483832160900317,-0.8938414241512641
0.576,-0.45957986062148737,-0.8881364488135448,0.15022558912075712,-0.988651744737914,0.7026499697988494,-0.7115356772092851,0.9866859442078681,-0.1626371651948829,0.8938414241512636,0.4483832160900328,-0.45957986062148737,-0.8881364488135448
0.578,-0.4707039321653322,-0.8822912264349535,0.13779029068463847,-0.9904614256966512,0.6936533058128052,-0.7203090248879067,0.9845643345292054,-0.17502305897527545,0.8994052515663709,0.4371157666509333,-0.4707039321653322,-0.8822912264349535
0.58,-0.481753674101715,-0.8763066800438637,0.12533323356430454,-0.9921147013144778,0.6845471059286891,-0.7289686274214111,0.9822872507286887,-0.18738131458572413,0.9048270524660195,0.425779291565073,-0.481753674101715,-0.8763066800438637
0.582,-0.4927273415482914,-0.8701837546695258,0.11285638487348187,-0.9936113105200084,0.6753328081210248,-0.7375131173581736,0.979855052384247,-0.19970998051440655,0.9101059706849955,0.4143755809932846,-0.4927273415482914,-0.8701837546695258
0.584,-0.5036232016357604,-0.8639234171928356,0.10036171485121498,-0.9949510169813002,0.6660118674342519,-0.7459411454241819,0.9772681235681936,-0.21200710992205404,0.9152411726209174,0.402906435713663,-0.5036232016357604,-0.8639234171928356
0.586,-0.5144395337815061,-0.8575266561936524,0.08785119655074315,-0.9961336091431725,0.6565857557529566,-0.7542513807361036,0.9745268727865773,-0.2242707609493807,0.9202318473658702,0.39137366683720287,-0.5144395337815061,-0.8575266561936524
0.588,-0.5251746299612954,-0.8509944817946921,0.07532680552793304,-0.9971589002606139,0.6470559615694444,-0.7624425110114478,0.9716317329146741,-0.2364989970237241,0.9250772068344579,0.37977909552180145,-0.5251746299612954,-0.8509944817946921
0.59,-0.5358267949789964,-0.8443279255020152,0.06279051952931358,-0.9980267284282716,0.6374239897486901,-0.7705132427757889,0.9685831611286313,-0.2486898871648543,0.9297764858882512,0.3681245526846784,-0.5358267949789964,-0.8443279255020152
0.592,-0.546394346734269,-0.8375280400421418,0.05024431817976966,-0.9987369566060175,0.6276913612907008,-0.7784623015670231,0.9653816388332741,-0.26084150628989633,0.9343289424566119,0.3564118787132511,-0.546394346734269,-0.8375280400421418
0.594,-0.5568756164881876,-0.8305958991958129,0.037690182669934534,-0.9992894726405892,0.6178596130903345,-0.7862884321366187,0.962027671586086,-0.2729519355173247,0.938733857653874,0.34464292317451733,-0.5568756164881876,-0.8305958991958129
0.596,-0.5672689491267562,-0.8235325976284277,0.025130095443337813,-0.9996841892832999,0.6079302976946055,-0.7939903986478352,0.9585217890173761,-0.2850192624699757,0.9429905358928643,0.332819544522987,-0.5672689491267562,-0.8235325976284277
0.598,-0.5775727034222674,-0.816339250717184,0.012566039883352836,-0.9999210442038161,0.5979049830575189,-0.8015669848708765,0.9548645447466432,-0.2970415815770344,0.9470983049947442,0.32094360980720976,-0.5775727034222674,-0.816339250717184
0.6,-0.587785252292473,-0.8090169943749475,1.2246467991473532e-16,-1,0.5877852522924736,-0.8090169943749471,0.9510565162951538,-0.309016994374947,0.9510565162951534,0.3090169943749478,-0.587785252292473,-0.8090169943749475
0.602,-0.5979049830575185,-0.8015669848708769,-0.012566039883352592,-0.9999210442038161,0.577572703422268,-0.8163392507171837,0.9470983049947445,-0.320943609807209,0.9548645447466428,0.2970415815770352,-0.5979049830575185,-0.8015669848708769
